Country,Region,Year,Month,Type_of_Tourism,Tourist_Arrivals,Sales,Profit,Average_Spend_Per_Visitor,Operating_Costs,Marketing_Spend,Number_of_Hotels,Tourism_Sector_Employment,Satisfaction_Score
France,North America,2022,February,Adventure,24160,711718.49,308656.85,4641.96,117158.63,31848.22,3383,45986,9.71
Spain,Western Europe,2021,July,Leisure,395218,12068.49,109981.09,988.58,125490.84,45658.87,1063,65810,7.76
Canada,Western Europe,2021,December,Eco-tourism,205573,459058.39,376674.45,3188.55,115420.11,27692.45,1740,29111,7.73
Germany,North America,2020,March,Eco-tourism,59620,390097.49,233740.42,2503.08,111512.51,31389.19,981,13347,3.05
France,Western Europe,2020,October,Leisure,96820,19541.08,213709.38,2976.06,9357.72,29787.89,348,11631,1.43
Spain,Western Europe,2022,February,Adventure,38703,343857.5,27734.28,4061.94,174739.45,43334.27,104,33967,7.49
France,North America,2023,May,Medical,154803,491324.82,93549.53,1262.59,148229.03,45320.24,902,10474,9.07
Germany,North America,2023,September,Leisure,307447,886196.59,307760.27,2448.64,44110.05,11377.82,817,68732,7.67
Italy,Australia,2021,November,Medical,369684,302821.52,444650.93,1957.41,73402.24,19060.6,1578,17426,6.26
Italy,North America,2021,August,Leisure,19806,649090.26,420079.74,2689.85,84252.9,13576.37,4139,83167,4.28
France,Australia,2023,April,Eco-tourism,442719,249032.91,152658.98,2092.51,145702.18,19415.61,2257,80776,5.06
France,Australia,2021,March,Adventure,486324,626006.61,490051.3,2861.03,106030.96,46840.1,2212,34618,5.48
Australia,Australia,2022,November,Medical,120019,177502.48,138661.61,3822.84,13704.69,25372.53,1025,77366,2.11
Australia,Australia,2023,March,Leisure,451866,651297,328847.49,4057.97,181595.89,29211.3,931,49708,4.26
Australia,North America,2021,February,Eco-tourism,296557,976342.88,404026.16,1295.68,194956.89,13927,4161,13135,4.57
UK,Western Europe,2023,September,Leisure,332021,74802.88,360675.97,731.6,129162.67,5275.98,1592,70249,3.66
Netherlands,Western Europe,2023,February,Medical,70979,526815.4,389125.99,2225.26,102198.59,26425.57,858,63350,7.71
Canada,Australia,2022,February,Cultural,143002,735746.74,379814.68,1426.25,103086.11,24643.38,1445,65200,6.92
UK,Western Europe,2023,August,Medical,443902,739891.12,66951.35,1618.67,108699.73,22311.74,4217,41294,1.59
Italy,North America,2022,October,Leisure,45499,50033.54,175715.06,3601.7,125215.31,31027.35,3924,44924,6.69
Italy,North America,2020,February,Cultural,473166,486284.96,270044.6,1903.61,83734.49,26428.86,1775,31549,2.07
Netherlands,Australia,2021,December,Leisure,191272,882878.56,205399.56,1982.62,84431.26,37472.38,79,52037,5.12
UK,North America,2021,August,Medical,270696,626950.59,134294.96,912.92,27597.87,12118.66,4544,89634,8.43
France,Australia,2020,February,Leisure,384370,751395.28,61262.62,1517.59,164107.83,2208.67,1737,89687,8.07
UK,Australia,2021,May,Leisure,209434,991608.38,429402.24,3984.63,51917.62,34436.72,1908,14683,9.1
